"LOCATION_OFFICE","COMPANY_CD","COMPANY_NAME","COMPANY_TYPE","BRAND_NAME","PART_NO","PART_DESCRIPTION","GOOD_STOCK","DEFECTIVE_STOCK","ENGG_GOOD_STOCK","ENGG_DEFECTIVE_STOCK","TOTAL_GOOD_STOCK","TOTAL_DEFECTIVE_STOCK","CUSTOMER_CODE","DIVISION_NAME",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010152'","PCB ASSY 52''SUBARIES RECEIVER REMOTE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010047'","PCB ASSY AEROQUIET BLDC REMOTE(IR) NEW","0","0","0","1","0","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010032'","PCB ASSY ATOM WITH REGULATOR","0","0","8","1","8","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010011'","PCB ASSY FOR AEROLITE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010044'","PCB ASSY HECTOR WITH REMOTE","0","0","1","1","1","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160040004'","PCB ASSY I FALCON WITH RE(HECTOR RF) EX","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010067'","PCB ASSY I FALCON WITH REMOTE(HECTOR RF)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010070'","PCB ASSY I TOME PLUS WITH LED INDICATION","0","0","2","0","2","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24701030002'","PCB ASSY I-TOME LV PCB WITH REMOTE(IH)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160010080'","PCB ASSY WENDY RF","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD5003H013'","PCB CONTROL PANEL 50-65L","0","0","1","0","1","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24160000085'","PCB HOLDER NYLON FR GRADE FLOAT","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","23701180007'","PCBA AEON 48 IR C-Type LV IH.","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24173330102'","PIPE ASLY-S33/70-OPIPE.CANP.COLET-SIG.WH","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24173332207'","PIPE ASLY-SIG.WH-S33-CANP.COLET-CYANBLUE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000138'","PLASTIC BLADE(PP) 8"" - VENTILATOR DX.","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24187250102'","PP F&B F/COVER D-25-C/WH-VENTILATED","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24133000006'","PRELOADED SPRING FOR ECOTECH","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24140000063'","PULL CHAIN LOCK","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24140000052'","PULL CHAIN SWITCH FOR LIGHTING","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24140000051'","PULL CHAIN SWITCH FOR SPEED","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","GWVD06VMLDS3013'","PULSE IGNITOR ASSY_Vento Digi","0","0","2","0","2","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CW5003B029'","PUMP","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CT5502HR005'","Power PCB - 26L, 40L, 55L","0","0","1","0","1","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CP0801H025'","Pump - CP0801H","0","0","4","0","4","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD3001B002'","Pump Motor 11W","0","0","0","7","0","7","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24180490001'","REMOTE CIRCUIT(PCB)F WALL-49","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24180490000'","REMOTE CONTROL HAND SET F WALL-49/STD-39","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24114999900'","REMOTE RECEIVER ASSEMBLY","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000010'","REMOTE SET ASSEMBLY 48'' I-TOME","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000011'","REMOTE SET ASSEMBLY 48''HECTOR REMOTE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000019'","REMOTE SET ASSEMBLY ORIENT SPECT","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000009'","REMOTE SET ASSEMBLY – AEROSLIM","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000003'","REMOTE SET ASSEMBLY – ORIENT ECOTECH","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000002'","REMOTE SET ASSEMBLY –ORIENT SPECTRA","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000022'","REMOTE SET ASSY AEROSLIM 3 LIGHT","0","0","1","1","1","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24120000016'","REMOTE SET ASSY I TOME SMART BLK","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24129194149'","RING FOR BOT COVER 48""GRATIA MATT SILVER","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24181350700'","ROTARY SWITCH SUB ASSLY F STANDFAN-35","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25321150230'","ROTOR (23) W SPINDLE (150) ASSLY-CLOUD3","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25321161016'","ROTOR (23.5) W SPINDLE (161) F B/SUP FAN","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25321190016'","ROTOR (23.5) W SPINDLE (190) F 16"" FANS","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD6502HR005'","Remote - CD6502HR","0","0","1","0","1","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24173320115'","S/BOX ASSLY-HING.LNK.THSC-S32-SIG.WHITE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24173332206'","S/BOX ASSLY-HING.LNK.THSC-S33-CYAN BLUE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24173330101'","S/BOX ASSLY-HING.LNK.THSC-S33-SIG.WHITE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24144020035'","SCREW COMBI. HD 2BA x 1"" WITH WASHER","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24144020037'","SCREW COMBI. HD 2BA x 1-3/8"" WITH WASHER","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24144020025'","SCREW COMBI.HD. 2BA X 1-5/8"" WITH WASHER","0","0","3","1","3","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24144030022'","SCREW PH. 4BAX3/8 WITH FLANGE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24118001848'","SENSOR PCB HOLDER 48""AEROQUIET BLDC FAN","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24118000848'","SENSOR PCB HOLDER 48""ECO TECH PRO","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24140000174'","SLEEVE CANOPY RESTING AEON","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25109064241'","SPR LAMP FITTER-52""ALEX antique copper","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25109044241'","SPR LIGHT HOUSING -52""ALEX anti copper","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25109044341'","SPR LIGHT HOUSING -52""ALEX antique brass","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24144030011'","SPR SCREW  PH. M-6 X 12MM   PL","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25109034241'","SPR SWITCH HOUSING -52""ALEX anti copper","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24101006201'","SPR ball bearings  112/6201","0","0","10","0","10","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24101006202'","SPR ball bearings  115/6202","0","0","10","0","10","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24103470356'","SPR blade sets    56""s/k gp.200 dia p.iv","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25421440656'","SPR painted  rotor-twister","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120420004'","SPR stator-42 new brz","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480004'","SPR stator-48 new breeze","0","0","0","1","0","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120520042'","SPR stator-52 subarish","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120560010'","SPR stator-56 quasar","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","SWCS15VMSM2001'","SS TANK WD INSULATION, CRONOS, 15L","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","IWRP55VPSM3006'","SS Tank - Jindal SS 304L_Rapidus5.5L","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000857'","STAND FOR DESK-21 WHITE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120482011'","STATOR 12 POLE 48''FALCON 400/425 LC","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480095'","STATOR 12 POLE FOR 48"" FALCON","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120240104'","STATOR 24"" NEW BRZ.COMMON (LAY. WINDING)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120361079'","STATOR 36"" I TOME LV BLDC EX","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480182'","STATOR 48"" AEROQUIET WITH TOP-1 STARÂ ","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480077'","STATOR 48"" I-TOME WITH REMOTE","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480039'","STATOR 48"" ORIENT SPECTRA","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480019'","STATOR 48"" ORIENT WENDY - NEW","0","0","5","1","5","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480016'","STATOR 48"" S/CHILL / 36,42,48N.AIR/HUR.","0","0","2","0","2","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120023048'","STATOR 48""ECO TECH PRIME","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120023148'","STATOR 48""ECO TECH PRIME WTH PAPER INSUL","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480058'","STATOR 48""HIGH SPEED (KIARA)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480240'","STATOR 48'' GRATIA HS","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480066'","STATOR 48'' HECTOR(NEW)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120410014'","STATOR 6 LOOP-W41-R/FUSE 8CM033A5-130Ã�","0","0","0","1","0","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120430015'","STATOR 6 LOOP-W43-R/FUSE 8CM033A5-130Ã�","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480049'","STATOR AEROSTORM IN CRNO STEEL 6.36'' DI","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120180013'","STATOR ASSEMBLY-SI-TORNADO WALL(6 LOOP)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120285005'","STATOR ASSLY CONCENTRIC WINDING-T27/S37","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120180012'","STATOR ASSLY-SI-TORNADO STAND(6 LP)_HYD","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120160804'","STATOR ASSLY-WOVAR-8 SLOT-N.SPEED-WALL","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120530001'","STATOR COMP F R-53 W RESETABLE FUSE","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120530002'","STATOR COMP F ROTO-53 W 23.5MM CORE","0","0","10","0","10","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120160009'","STATOR COMP-H.V.TABLE/STAND/WALL FAN","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480125'","STATOR FOR 48"" AEROQUIET WITH TOP","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120480011'","STATOR FOR 48"" ORIENT WENDY (OLD)/ORINA","0","0","0","3","0","3","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000975'","STATOR FOR 56"" RAPID AIR (14P X 12MM)","0","0","2","0","2","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120240002'","STATOR WINDING F 24""A.C.WALL FAN","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25120430010'","STATOR WINDING F W11/43/44/45/48 (3LOOP)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","AT25AE004'","SWING MOTOR - AT25AE","0","0","2","0","2","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD5003H072'","SWING MOTOR 50-65L","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD5002B016'","SWING MOTOR CAM,CD5002B","0","0","0","2","0","2","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24173321501'","SWITCH BOX ASSLY S-32(C.RED)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24173331502'","SWITCH BOX ASSLY S-33(OFF WHITE)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24183350700'","SWITCH KNOB R/BRNZ.FOR STAND-35","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24181250300'","SWITCH WITH BLUE KNOB COMP F  ""DESK-25""","0","0","2","0","2","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24171000000'","SYNCHORONOUS MOTOR F BRACKET SUPREME","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","25184160000'","SYNCHORONOUS MOTOR SUB.ASSLY F BKT.SUP","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD7501H031'","Speed Switch CD7501H","0","0","3","0","3","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101001613'","Stator W Shaft Apex FX 14Px14mm (1 Star)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000064'","Stator With Shaft & Grinding 14PX14mm En","0","0","8","0","8","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000002'","Stator with Shaft & Grinding 12PX11mm","0","0","0","1","0","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000001'","Stator with Shaft & Grinding 14PX11.5mm","0","0","3","1","3","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101001489'","Stator with Shaft 14PX14mm (1 Star)","0","0","0","1","0","1","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101001490'","Stator with Shaft Ex 14PX14mm (1 Star)","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101001561'","Stator with shaft 14PX13mm (1-Star)","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","SWBG25VMGM2-WH004'","Stem Thermostat Com_Prithvi +   25L/15L/","0","0","1","0","1","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","WS1502M070'","TANK WITH THICKNESS 0.7MM","0","0","1","0","1","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","26116000027'","THERMO PACKING FOR 48"" KIARA","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CP3701H001'","Tank 37 ltr CP3701H","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","WT0101P006'","Thermal Cut Out (1P/3P)3KW  instant","0","0","3","1","3","1","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","WF1501P016'","Thermal Cut Out Common Storage C-1","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","WT0101P005'","Thermostat (1P/3P)3KW instant","0","0","3","2","3","2","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","WS1502M013'","Thermostat 11"",WS1502M","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","WF2501P011'","Thermostat 25L Storage","0","0","1","0","1","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","IWFT03VPSM3009'","Thermostat_IWFT03VPSM3","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000284'","Top Canopy AA W/O Ring - S/Pearl","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000282'","Top Canopy AA W/O Ring Wh.","0","0","2","2","2","2","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101000017'","Top Canopy AA W/o Ring BR","0","0","0","0","0","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101002495'","Tornado-II B Stand Motor","0","0","1","0","1","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","30101002102'","Ventilator DX NEO 10"" Balde","0","0","2","0","2","0","8201043","Fans",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD5003H015'","WATER INLET 50-65L","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD5003H071'","WATER PUMP 50-65L","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CD5003H080'","WD TRAY ASSEMBLY 50-65L","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","AT25AE002'","Water Pump - AT25AE","0","0","1","0","1","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CP4601H019'","Water Tray CP4601H","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","CP4601H020'","Water Tray Cover CP4601H","0","0","0","0","0","0","8201043","Appliances",
"OE-Bangalore","64200","Shri Mallikarjun Traders","ASC","ORIENT","24102000014'","condensors multi tapped","0","0","5","0","5","0","8201043","Fans",
